hhid,persid,dayType_journey,main_journey_mode,journey_travel_time,journey_distance,journey_elapsed_time,journey_weight,homesubregion_ASGS_journey,homeregion_ASGS_journey,wasted_time,journey_label,travdow,agegroup,sex,carlicence,mbikelicence,otherlicence,nolicence,fulltimework,parttimework,casualwork,anywork,studying,activities,mainact,emptype,startplace,numstops,persinc,anywfh,wfhmon,wfhtue,wfhwed,wfhthu,wfhfri,wfhsat,wfhsun,wfhtravday,persinc_category,hhsize,dwelltype,owndwell,aveagegroup_5,hhinc_group,hhinc_category,homelga
Y24H5760329,Y24H5760329P01,Weekday,vehicle driver,7,3.5212000000000003,15.0,415.461610925,melb - middle,greater melbourne,8.0,1,Monday,50->54,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,11,800,No,0,0,0,0,0,0,0,No,medium,4,Separate House,Being Purchased,30->34,1750,medium,C
Y24H5760329,Y24H5760329P02,Weekday,vehicle driver,25,13.85428,25.0,414.578187518,melb - middle,greater melbourne,0.0,1,Monday,45->49,Female,Full Licence,0,0,No,0,1,0,1,No Study,No other activity,Part-time Work,Paid Employee,At Home,4,800,Yes,0,1,1,1,0,0,0,No,medium,4,Separate House,Being Purchased,30->34,1750,medium,C
Y24H5760330,Y24H5760330P02,Weekday,vehicle driver,52,17.14449,52.0,302.994751815,melb - middle,greater melbourne,0.0,1,Tuesday,60->64,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,8,3000,Yes,1,0,0,0,1,0,0,No,high,2,Terrace or Townhouse,Fully Owned,60->64,3500,medium,C
Y24H5760331,Y24H5760331P01,Weekday,vehicle driver,32,12.3182,45.0,774.170193573,melb - middle,greater melbourne,13.0,1,Wednesday,40->44,Female,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,9,3000,Yes,1,1,1,1,1,0,0,Yes,high,3,Separate House,Being Purchased,25->29,6000,high,C
Y24H5760336,Y24H5760336P02,Weekday,vehicle driver,30,18.33004,30.0,367.427058191,melb - middle,greater melbourne,0.0,1,Monday,50->54,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Employer,At Home,6,3000,Yes,1,1,1,1,1,0,0,Yes,high,2,Separate House,Fully Owned,65->69,3500,medium,C
Y24H5760425,Y24H5760425P02,Weekday,walking,80,3.60166,80.0,968.281097847,melb - middle,greater melbourne,0.0,1,Thursday,60->64,Female,Full Licence,0,0,No,0,1,0,1,No Study,No other activity,Part-time Work,Paid Employee,At Home,2,400,No,0,0,0,0,0,0,0,No,low,2,Separate House,Fully Owned,60->64,1500,low,C
Y24H5760502,Y24H5760502P01,Weekday,vehicle driver,38,40.82505,41.0,965.161559068,melb - outer,greater melbourne,3.0,1,Tuesday,50->54,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Employer,At Home,5,1500,No,0,0,0,0,0,0,0,No,medium,3,Separate House,Being Purchased,40->44,4500,high,C
Y24H5760502,Y24H5760502P02,Weekday,vehicle driver,64,49.17357,64.0,1118.194292374,melb - outer,greater melbourne,0.0,1,Tuesday,45->49,Female,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Employer,At Home,2,1750,No,0,0,0,0,0,0,0,No,high,3,Separate House,Being Purchased,40->44,4500,high,C
Y24H5760511,Y24H5760511P04,Weekday,vehicle driver,89,35.50116,99.0,900.403300052,melb - outer,greater melbourne,10.0,1,Thursday,30->34,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,9,3000,Yes,1,1,1,0,1,0,0,No,high,6,Separate House,Fully Owned,35->39,6000,high,C
Y24H5760525,Y24H5760525P02,Weekday,train,68,27.35391,84.0,463.590462638,melb - outer,greater melbourne,16.0,1,Thursday,40->44,Female,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,10,2000,Yes,1,1,1,0,1,0,0,No,high,3,Separate House,Being Purchased,30->34,2500,medium,C
Y24H5760533,Y24H5760533P01,Weekday,motorcycle,35,27.62234,35.0,237.84710847,melb - outer,greater melbourne,0.0,1,Friday,40->44,Male,Full Licence,1,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,5,2000,Yes,0,0,1,1,0,0,0,No,high,4,Separate House,Fully Owned,20->24,3000,medium,C
Y24H5760533,Y24H5760533P02,Weekday,vehicle driver,36,25.67176,41.0,564.160356736,melb - outer,greater melbourne,5.0,1,Friday,30->34,Female,Full Licence,0,0,No,0,0,1,1,No Study,No other activity,Casual Work,Paid Employee,At Home,3,500,No,0,0,0,0,0,0,0,No,low,4,Separate House,Fully Owned,20->24,3000,medium,C
Y24H5760534,Y24H5760534P03,Weekend,vehicle driver,35,24.68133,35.0,808.62788728,melb - outer,greater melbourne,0.0,1,Saturday,20->24,Male,Green Probationary Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,3,1000,No,0,0,0,0,0,0,0,No,medium,4,Separate House,Being Rented,35->39,6000,high,C
Y24H5760537,Y24H5760537P02,Weekday,train,61,31.58943,74.0,550.409215302,melb - outer,greater melbourne,13.0,1,Tuesday,40->44,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,10,2000,Yes,0,0,1,0,0,0,0,No,high,5,Separate House,Being Rented,20->24,4000,high,C
Y24H5760540,Y24H5760540P02,Weekday,vehicle driver,15,4.42473,15.0,648.607500414,melb - outer,greater melbourne,0.0,1,Friday,25->29,Male,Full Licence,0,0,No,0,1,0,1,No Study,No other activity,Part-time Work,Self-Employed,At Home,3,1000,No,0,0,0,0,0,0,0,No,medium,3,Terrace or Townhouse,Being Rented,35->39,2500,medium,C
Y24H5760540,Y24H5760540P03,Weekday,vehicle driver,10,4.42473,10.0,736.592673293,melb - outer,greater melbourne,0.0,1,Friday,25->29,Male,Full Licence,0,0,No,0,1,0,1,No Study,No other activity,Part-time Work,Self-Employed,At Home,3,1000,No,0,0,0,0,0,0,0,No,medium,3,Terrace or Townhouse,Being Rented,35->39,2500,medium,C
Y24H5770209,Y24H5770209P04,Weekday,vehicle driver,45,21.57263,45.0,258.944629875,melb - outer,greater melbourne,0.0,1,Tuesday,55->59,Female,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,2,1750,No,0,0,0,0,0,0,0,No,high,4,Separate House,Fully Owned,70->74,2500,medium,C
Y24H5770212,Y24H5770212P01,Weekday,vehicle driver,60,54.60913,60.0,1751.831838142,melb - outer,greater melbourne,0.0,1,Friday,50->54,Male,Full Licence,1,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,2,1500,No,0,0,0,0,0,0,0,No,medium,4,Separate House,Being Rented,20->24,1500,low,C
Y24H5770216,Y24H5770216P02,Weekday,vehicle driver,55,30.06955,55.0,619.700442978,melb - outer,greater melbourne,0.0,1,Tuesday,60->64,Female,Full Licence,1,0,No,0,0,0,0,No Study,No other activity,Other,Not in Work Force,At Home,3,300,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,2,Separate House,Fully Owned,65->69,800,low,C
Y24H5770232,Y24H5770232P01,Weekday,vehicle driver,51,27.3657,62.0,967.267770339,melb - outer,greater melbourne,11.0,1,Thursday,60->64,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,13,1250,Yes,1,1,1,1,0,0,0,No,medium,2,Separate House,Being Purchased,60->64,3500,medium,C
Y24H5770233,Y24H5770233P01,Weekday,vehicle driver,87,93.57422,87.0,278.794025943,melb - outer,greater melbourne,0.0,1,Friday,65->69,Male,Full Licence,0,1,No,1,0,0,1,No Study,No other activity,Full-time Work,Self-Employed,At Home,8,2000,Yes,1,1,1,1,1,0,0,Yes,high,2,Separate House,Fully Owned,65->69,2500,medium,C
Y24H5770237,Y24H5770237P01,Weekday,vehicle driver,32,17.60305,32.0,603.647774423,melb - outer,greater melbourne,0.0,1,Tuesday,50->54,Female,Full Licence,0,1,No,0,1,0,1,No Study,No other activity,Part-time Work,Paid Employee,At Home,4,800,No,0,0,0,0,0,0,0,No,medium,5,Separate House,Being Purchased,30->34,5000,high,C
Y24H5770237,Y24H5770237P03,Weekday,vehicle driver,13,10.2296,13.0,528.684711144,melb - outer,greater melbourne,0.0,1,Tuesday,20->24,Male,Green Probationary Licence,0,0,No,0,0,0,0,Full-time TAFE/Uni,No other activity,Full-time TAFE/Uni,Not in Work Force,At another location,10,500,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,5,Separate House,Being Purchased,30->34,5000,high,C
Y24H5770239,Y24H5770239P01,Weekday,vehicle passenger,8,4.68692,8.0,300.74834746,melb - outer,greater melbourne,0.0,1,Thursday,60->64,Female,No Car Licence,0,0,Yes,1,0,0,1,No Study,Keeping House,Full-time Work,Paid Employee,At Home,3,800,No,0,0,0,0,0,0,0,No,medium,2,Separate House,Being Purchased,55->59,800,low,C
Y24H5770239,Y24H5770239P02,Weekday,train,77,40.7041,94.0,211.723190444,melb - outer,greater melbourne,17.0,1,Thursday,55->59,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,7,3000,No,0,0,0,0,0,0,0,No,high,2,Separate House,Being Purchased,55->59,800,low,C
Y24H5770240,Y24H5770240P02,Weekday,vehicle driver,15,11.45295,15.0,268.927905453,melb - outer,greater melbourne,0.0,1,Friday,40->44,Female,Full Licence,0,0,No,0,1,0,1,No Study,No other activity,Part-time Work,Paid Employee,At Home,2,1,Yes,0,1,0,1,0,0,0,No,low,3,Separate House,Being Purchased,30->34,1750,medium,C
Y24H5770322,Y24H5770322P01,Weekday,train,46,22.93237,46.0,512.760834359,melb - inner,greater melbourne,0.0,1,Monday,55->59,Male,Full Licence,0,0,No,0,1,0,1,No Study,No other activity,Part-time Work,Paid Employee,At Home,9,1500,No,0,0,0,0,0,0,0,No,medium,3,Separate House,Being Purchased,45->49,3500,medium,C
Y24H5770324,Y24H5770324P01,Weekday,vehicle passenger,10,3.45612,10.0,689.310954849,melb - inner,greater melbourne,0.0,1,Wednesday,40->44,Female,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Self-Employed,At Home,9,650,Yes,0,1,1,1,1,0,0,Yes,medium,4,Terrace or Townhouse,Being Rented,20->24,2500,medium,C
Y24H5770324,Y24H5770324P02,Weekday,vehicle driver,10,3.45612,10.0,602.915811554,melb - inner,greater melbourne,0.0,1,Wednesday,40->44,Female,Full Licence,0,0,No,0,1,0,1,No Study,No other activity,Part-time Work,Paid Employee,At Home,7,1750,Yes,0,1,0,1,1,0,0,Yes,high,4,Terrace or Townhouse,Being Rented,20->24,2500,medium,C
Y24H5770335,Y24H5770335P01,Weekend,tram,24,3.7982,25.0,1684.899541279,melb - inner,greater melbourne,1.0,1,Sunday,55->59,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,6,1500,No,0,0,0,0,0,0,0,No,medium,1,Separate House,Being Purchased,55->59,1500,low,C
Y24H5770336,Y24H5770336P01,Weekday,vehicle driver,10,2.33578,10.0,907.090036676,melb - inner,greater melbourne,0.0,1,Monday,40->44,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Employer,At Home,6,1500,No,0,0,0,0,0,0,0,No,medium,2,Separate House,Being Rented,35->39,3500,medium,C
Y24H5770515,Y24H5770515P01,Weekday,train,39,15.70706,42.0,933.280579153,melb - middle,greater melbourne,3.0,1,Monday,35->39,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,8,2000,Yes,1,0,0,0,1,0,0,No,high,1,Terrace or Townhouse,Being Purchased,35->39,2500,medium,C
Y24H5770517,Y24H5770517P01,Weekday,train,36,15.73301,40.0,1222.802827926,melb - middle,greater melbourne,4.0,1,Wednesday,45->49,Female,Full Licence,0,0,No,0,1,1,1,No Study,Volunteer,Part-time Work,Self-Employed,At Home,10,650,Yes,1,0,1,1,1,1,0,No,medium,3,Separate House,Being Purchased,30->34,3000,medium,C
Y24H5770517,Y24H5770517P02,Weekday,bicycle,13,3.00519,13.0,729.649205529,melb - middle,greater melbourne,0.0,1,Wednesday,40->44,Male,Full Licence,0,0,No,1,0,0,1,No Study,Volunteer,Full-time Work,Paid Employee,At Home,5,2000,No,0,0,0,0,0,0,0,No,high,3,Separate House,Being Purchased,30->34,3000,medium,C
Y24H5770530,Y24H5770530P01,Weekday,train,45,15.37453,55.0,1382.685220728,melb - middle,greater melbourne,10.0,1,Tuesday,45->49,Male,No Car Licence,0,0,Yes,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,6,1750,Yes,0,0,0,0,0,1,0,No,high,1,Terrace or Townhouse,Being Rented,45->49,1750,medium,C
Y24H5780104,Y24H5780104P01,Weekday,vehicle passenger,15,12.88479,15.0,1074.646790121,melb - outer,greater melbourne,0.0,1,Thursday,50->54,Female,Full Licence,0,0,No,0,1,0,1,No Study,No other activity,Part-time Work,Paid Employee,At Home,5,800,No,0,0,0,0,0,0,0,No,medium,3,Separate House,Being Purchased,35->39,2000,medium,C
Y24H5780104,Y24H5780104P02,Weekday,vehicle driver,30,21.47993,30.0,2596.868376609,melb - outer,greater melbourne,0.0,1,Thursday,25->29,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Self-Employed,At Home,2,1000,No,0,0,0,0,0,0,0,No,medium,3,Separate House,Being Purchased,35->39,2000,medium,C
Y24H5780108,Y24H5780108P02,Weekday,vehicle driver,30,17.70385,30.0,1888.780787493,melb - outer,greater melbourne,0.0,1,Monday,35->39,Female,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,2,650,No,0,0,0,0,0,0,0,No,medium,4,Separate House,Being Purchased,20->24,1250,low,C
Y24H5780109,Y24H5780109P03,Weekday,vehicle driver,60,55.92191,60.0,4168.97201711,melb - outer,greater melbourne,0.0,1,Tuesday,30->34,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,2,800,No,0,0,0,0,0,0,0,No,medium,6,Separate House,Fully Owned,30->34,1750,medium,C
Y24H5780109,Y24H5780109P04,Weekday,vehicle driver,20,10.17204,20.0,3070.073611346,melb - outer,greater melbourne,0.0,1,Tuesday,30->34,Female,Full Licence,0,0,No,0,0,1,1,No Study,No other activity,Casual Work,Paid Employee,At Home,2,150,No,0,0,0,0,0,0,0,No,low,6,Separate House,Fully Owned,30->34,1750,medium,C
Y24H5780115,Y24H5780115P02,Weekday,vehicle driver,20,15.14988,20.0,2321.161222544,melb - outer,greater melbourne,0.0,1,Monday,45->49,Male,Full Licence,1,1,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,2,2000,No,0,0,0,0,0,0,0,No,high,3,Separate House,Being Purchased,30->34,3000,medium,C
Y24H5780122,Y24H5780122P02,Weekday,vehicle driver,15,10.97208,15.0,895.789193829,melb - outer,greater melbourne,0.0,1,Monday,50->54,Female,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Self-Employed,At Home,11,3000,No,0,0,0,0,0,0,0,No,high,4,Separate House,Fully Owned,35->39,4500,high,C
Y24H5780130,Y24H5780130P01,Weekday,vehicle driver,45,24.84907,45.0,1113.74156571,melb - outer,greater melbourne,0.0,1,Tuesday,55->59,Female,Full Licence,0,0,No,0,0,0,0,No Study,No other activity,Other,Not in Work Force,At Home,2,1750,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,high,3,Separate House,Fully Owned,50->54,3000,medium,C
Y24H5780130,Y24H5780130P02,Weekday,vehicle driver,60,33.19111,60.0,2287.012982089,melb - outer,greater melbourne,0.0,1,Tuesday,45->49,Male,Full Licence,0,0,No,0,0,0,0,No Study,No other activity,Other,Not in Work Force,At Home,2,800,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,medium,3,Separate House,Fully Owned,50->54,3000,medium,C
Y24H5780130,Y24H5780130P03,Weekday,vehicle driver,45,28.40421,45.0,2474.652409293,melb - outer,greater melbourne,0.0,1,Tuesday,50->54,Female,Full Licence,0,0,No,0,0,0,0,No Study,No other activity,Other,Not in Work Force,At Home,2,500,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,3,Separate House,Fully Owned,50->54,3000,medium,C
Y24H5780136,Y24H5780136P01,Weekday,vehicle driver,25,21.92011,25.0,2164.846951774,melb - outer,greater melbourne,0.0,1,Monday,25->29,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,2,1250,No,0,0,0,0,0,0,0,No,medium,2,Terrace or Townhouse,Being Rented,25->29,1250,low,C
Y24H5780136,Y24H5780136P02,Weekday,vehicle driver,25,20.52874,25.0,1429.48156662,melb - outer,greater melbourne,0.0,1,Monday,25->29,Female,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,2,1500,No,0,0,0,0,0,0,0,No,medium,2,Terrace or Townhouse,Being Rented,25->29,1250,low,C
Y24H5780138,Y24H5780138P03,Weekday,vehicle driver,20,14.31274,20.0,1893.903533362,melb - outer,greater melbourne,0.0,1,Wednesday,40->44,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,2,1500,No,0,0,0,0,0,0,0,No,medium,7,Separate House,Being Purchased,30->34,5000,high,C
Y24H5780138,Y24H5780138P05,Weekday,vehicle driver,60,73.2057,60.0,2180.783878628,melb - outer,greater melbourne,0.0,1,Wednesday,30->34,Male,Full Licence,0,0,No,0,0,0,0,No Study,Unemployed,Unemployed,Not in Work Force,At Home,2,1000,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,medium,7,Separate House,Being Purchased,30->34,5000,high,C
Y24H5780140,Y24H5780140P01,Weekday,vehicle driver,6,3.04119,6.0,1161.273834269,melb - outer,greater melbourne,0.0,1,Friday,45->49,Male,Full Licence,0,0,No,0,1,0,1,No Study,No other activity,Part-time Work,Paid Employee,At Home,11,1750,No,0,0,0,0,0,0,0,No,high,4,Terrace or Townhouse,Being Rented,25->29,1750,medium,C
Y24H5780140,Y24H5780140P01,Weekday,vehicle driver,20,3.69467,22.0,1161.273834269,melb - outer,greater melbourne,2.0,1,Friday,45->49,Male,Full Licence,0,0,No,0,1,0,1,No Study,No other activity,Part-time Work,Paid Employee,At Home,11,1750,No,0,0,0,0,0,0,0,No,high,4,Terrace or Townhouse,Being Rented,25->29,1750,medium,C
Y24H5780140,Y24H5780140P02,Weekday,train,78,51.67476,88.0,821.123425848,melb - outer,greater melbourne,10.0,1,Friday,40->44,Female,No Car Licence,0,0,Yes,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Work,6,650,No,0,0,0,0,0,0,0,No,medium,4,Terrace or Townhouse,Being Rented,25->29,1750,medium,C
Y24H5780203,Y24H5780203P02,Weekday,vehicle driver,17,6.6972,17.0,1053.948971643,melb - middle,greater melbourne,0.0,1,Wednesday,30->34,Female,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,2,1750,No,0,0,0,0,0,0,0,No,high,3,Separate House,Being Purchased,35->39,4500,high,C
Y24H5780209,Y24H5780209P01,Weekday,vehicle driver,15,5.89517,15.0,465.795221025,melb - middle,greater melbourne,0.0,1,Tuesday,55->59,Female,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,2,2000,No,0,0,0,0,0,0,0,No,high,2,Separate House,Being Purchased,40->44,2500,medium,C
Y24H5780216,Y24H5780216P02,Weekday,vehicle driver,9,3.00476,9.0,448.205577226,melb - middle,greater melbourne,0.0,1,Tuesday,60->64,Female,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,2,1000,No,0,0,0,0,0,0,0,No,medium,2,Separate House,Being Rented,60->64,1000,low,C
Y24H5780303,Y24H5780303P01,Weekday,vehicle driver,26,12.14059,35.0,1016.484880168,melb - inner,greater melbourne,9.0,1,Wednesday,40->44,Female,Full Licence,0,0,No,0,1,0,1,No Study,No other activity,Part-time Work,Paid Employee,At Home,6,1500,No,0,0,0,0,0,0,0,No,medium,3,"Unit, Flat or Apartment",Being Rented,15->19,1500,low,C
Y24H5780308,Y24H5780308P01,Weekday,bicycle,30,11.94153,30.0,884.803035033,melb - inner,greater melbourne,0.0,1,Monday,45->49,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,2,3000,Yes,0,0,0,0,1,0,0,No,high,4,Terrace or Townhouse,Being Purchased,30->34,6000,high,C
Y24H5780311,Y24H5780311P01,Weekday,vehicle driver,31,12.12343,31.0,422.585844662,melb - inner,greater melbourne,0.0,1,Thursday,75->79,Male,Full Licence,0,0,No,0,1,0,1,Part-time TAFE/Uni,No other activity,Part-time Work,Paid Employee,At Home,4,3000,Yes,1,1,1,0,1,0,0,No,high,2,Terrace or Townhouse,Fully Owned,75->79,5000,high,C
Y24H5780318,Y24H5780318P02,Weekday,vehicle driver,40,12.56289,40.0,1030.495347831,melb - inner,greater melbourne,0.0,1,Thursday,45->49,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,2,3000,No,0,0,0,0,0,0,0,No,high,5,Separate House,Fully Owned,30->34,3500,medium,C
Y24H5780323,Y24H5780323P01,Weekday,train,55,19.2471,60.0,291.631485791,melb - inner,greater melbourne,5.0,1,Tuesday,20->24,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,8,1500,No,0,0,0,0,0,0,0,No,medium,1,"Unit, Flat or Apartment",Being Rented,20->24,1500,low,C
Y24H5780324,Y24H5780324P01,Weekday,vehicle driver,7,2.84102,7.0,489.832517267,melb - inner,greater melbourne,0.0,1,Wednesday,50->54,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Self-Employed,At Home,9,3000,Yes,1,1,1,1,1,0,0,Yes,high,5,Separate House,Being Purchased,25->29,6000,high,C
Y24H5780324,Y24H5780324P02,Weekday,vehicle driver,45,10.48561,45.0,682.742306262,melb - inner,greater melbourne,0.0,1,Wednesday,45->49,Female,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Employer,At Home,5,3000,Yes,0,0,0,0,1,1,1,No,high,5,Separate House,Being Purchased,25->29,6000,high,C
Y24H5780324,Y24H5780324P02,Weekday,vehicle driver,10,2.75564,10.0,682.742306262,melb - inner,greater melbourne,0.0,1,Wednesday,45->49,Female,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Employer,At Home,5,3000,Yes,0,0,0,0,1,1,1,No,high,5,Separate House,Being Purchased,25->29,6000,high,C
Y24H5780325,Y24H5780325P01,Weekday,walking,15,0.70371,15.0,446.304415523,melb - inner,greater melbourne,0.0,1,Thursday,20->24,Male,Learners Permit,0,0,No,1,0,0,1,Part-time TAFE/Uni,No other activity,Full-time Work,Paid Employee,At Home,2,800,No,0,0,0,0,0,0,0,No,medium,1,"Unit, Flat or Apartment",Being Rented,20->24,800,low,C
Y24H5780341,Y24H5780341P02,Weekend,train,23,6.44129,30.0,412.96826578,melb - inner,greater melbourne,7.0,1,Saturday,35->39,Female,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,7,2000,No,0,0,0,0,0,0,0,No,high,2,Separate House,Being Rented,35->39,5000,high,C
